"Symbol","Price1"
"BAYN.DE",49.4
"BAYN.DE",49.465
"BAYN.DE",49.475
"BAYN.DE",49.49
"BAYN.DE",49.5
"BAYN.DE",49.52
"BAYN.DE",49.55
"BAYN.DE",49.57
"BAYN.DE",49.58
"BAYN.DE",49.6
"BAYN.DE",49.61
"BAYN.DE",49.62
"BAYN.DE",49.65
"BAYN.DE",49.665
"BAYN.DE",49.68
"BAYN.DE",49.69
"BAYN.DE",49.7
"BAYN.DE",49.72
"BAYN.DE",49.73
"BAYN.DE",49.74
"BAYN.DE",49.79
"BAYN.DE",49.795
"BAYN.DE",49.81
"BAYN.DE",49.83
"BAYN.DE",49.84
"BAYN.DE",49.88
"BAYN.DE",49.915
"BAYN.DE",49.95
"BAYN.DE",49.97
"BAYN.DE",50
"BAYN.DE",50.03
"BAYN.DE",50.05
"BAYN.DE",50.06
"BAYN.DE",50.08
"BAYN.DE",50.09
"BAYN.DE",50.1
"BAYN.DE",50.14
"BAYN.DE",50.15
"BAYN.DE",50.17
"BAYN.DE",50.18
"BAYN.DE",50.2
"BAYN.DE",50.21
"BAYN.DE",50.22
"BAYN.DE",50.31
"BAYN.DE",50.33
"BAYN.DE",50.34
"BAYN.DE",50.38
"BAYN.DE",50.41
"BAYN.DE",50.42
"BAYN.DE",50.45
"BAYN.DE",50.47
"BAYN.DE",50.49
"BAYN.DE",50.5
"BAYN.DE",50.51
"BAYN.DE",50.58
"BAYN.DE",50.6
"BAYN.DE",50.61
"BAYN.DE",50.64
"BAYN.DE",50.65
"BAYN.DE",50.67
"BAYN.DE",50.69
"BAYN.DE",50.72
"BAYN.DE",50.76
"BAYN.DE",50.77
"BAYN.DE",50.79
"BAYN.DE",50.81
"BAYN.DE",50.82
"BAYN.DE",50.84
"BAYN.DE",50.85
"BAYN.DE",50.9
"BAYN.DE",50.91
"BAYN.DE",50.94
"BAYN.DE",50.97
"BAYN.DE",50.99
"BAYN.DE",51
"BAYN.DE",51.01
"BAYN.DE",51.04
"BAYN.DE",51.06
"BAYN.DE",51.07
"BAYN.DE",51.08
"BAYN.DE",51.09
"BAYN.DE",51.11
"BAYN.DE",51.12
"BAYN.DE",51.14
"BAYN.DE",51.15
"BAYN.DE",51.16
"BAYN.DE",51.17
"BAYN.DE",51.18
"BAYN.DE",51.19
"BAYN.DE",51.2
"BAYN.DE",51.21
"BAYN.DE",51.22
"BAYN.DE",51.25
"BAYN.DE",51.29
"BAYN.DE",51.32
"BAYN.DE",51.33
"BAYN.DE",51.36
"BAYN.DE",51.37
"BAYN.DE",51.38
"BAYN.DE",51.4
"BAYN.DE",51.43
"BAYN.DE",51.45
"BAYN.DE",51.47
"BAYN.DE",51.48
"BAYN.DE",51.5
"BAYN.DE",51.51
"BAYN.DE",51.52
"BAYN.DE",51.53
"BAYN.DE",51.54
"BAYN.DE",51.55
"BAYN.DE",51.59
"BAYN.DE",51.6
"BAYN.DE",51.62
"BAYN.DE",51.65
"BAYN.DE",51.67
"BAYN.DE",51.71
"BAYN.DE",51.72
"BAYN.DE",51.73
"BAYN.DE",51.77
"BAYN.DE",51.79
"BAYN.DE",51.8
"BAYN.DE",51.82
"BAYN.DE",51.83
"BAYN.DE",51.84
"BAYN.DE",51.85
"BAYN.DE",51.86
"BAYN.DE",51.88
"BAYN.DE",51.91
"BAYN.DE",51.97
