"Symbol","Price1"
"908","BAYN.DE",46.48
"909","BAYN.DE",46.515
"910","BAYN.DE",46.55
"911","BAYN.DE",46.56
"912","BAYN.DE",46.565
"913","BAYN.DE",46.63
"914","BAYN.DE",46.645
"915","BAYN.DE",46.72
"916","BAYN.DE",46.725
"917","BAYN.DE",46.73
"918","BAYN.DE",46.75
"919","BAYN.DE",46.78
"920","BAYN.DE",46.82
"921","BAYN.DE",46.83
"922","BAYN.DE",46.855
"923","BAYN.DE",46.87
"924","BAYN.DE",46.935
"925","BAYN.DE",46.96
"926","BAYN.DE",46.98
"927","BAYN.DE",46.99
"928","BAYN.DE",47
"929","BAYN.DE",47.015
"930","BAYN.DE",47.025
"931","BAYN.DE",47.035
"932","BAYN.DE",47.04
"933","BAYN.DE",47.045
"934","BAYN.DE",47.075
"935","BAYN.DE",47.12
"936","BAYN.DE",47.13
"937","BAYN.DE",47.15
"938","BAYN.DE",47.17
"939","BAYN.DE",47.175
"940","BAYN.DE",47.185
"941","BAYN.DE",47.23
"942","BAYN.DE",47.24
"943","BAYN.DE",47.275
"944","BAYN.DE",47.29
"945","BAYN.DE",47.295
"946","BAYN.DE",47.31
"947","BAYN.DE",47.345
"948","BAYN.DE",47.35
"949","BAYN.DE",47.36
"950","BAYN.DE",47.375
"951","BAYN.DE",47.43
"952","BAYN.DE",47.44
"953","BAYN.DE",47.5
"954","BAYN.DE",47.505
"955","BAYN.DE",47.52
"956","BAYN.DE",47.53
"957","BAYN.DE",47.555
"958","BAYN.DE",47.58
"959","BAYN.DE",47.645
"960","BAYN.DE",47.66
"961","BAYN.DE",47.665
"962","BAYN.DE",47.68
"963","BAYN.DE",47.69
"964","BAYN.DE",47.745
"965","BAYN.DE",47.815
"966","BAYN.DE",47.82
"967","BAYN.DE",47.83
"968","BAYN.DE",47.84
"969","BAYN.DE",47.85
"970","BAYN.DE",47.92
"971","BAYN.DE",47.925
"972","BAYN.DE",47.93
"973","BAYN.DE",47.965
"974","BAYN.DE",47.975
"975","BAYN.DE",48
"976","BAYN.DE",48.005
"977","BAYN.DE",48.01
"978","BAYN.DE",48.075
"979","BAYN.DE",48.08
"980","BAYN.DE",48.09
"981","BAYN.DE",48.1
"982","BAYN.DE",48.11
"983","BAYN.DE",48.12
"984","BAYN.DE",48.135
"985","BAYN.DE",48.14
"986","BAYN.DE",48.18
"987","BAYN.DE",48.235
"988","BAYN.DE",48.24
"989","BAYN.DE",48.27
"990","BAYN.DE",48.28
"991","BAYN.DE",48.285
"992","BAYN.DE",48.29
"993","BAYN.DE",48.33
"994","BAYN.DE",48.345
"995","BAYN.DE",48.35
"996","BAYN.DE",48.36
"997","BAYN.DE",48.38
"998","BAYN.DE",48.4
"999","BAYN.DE",48.43
"1000","BAYN.DE",48.45
"1001","BAYN.DE",48.505
"1002","BAYN.DE",48.535
"1003","BAYN.DE",48.55
"1004","BAYN.DE",48.565
"1005","BAYN.DE",48.635
"1006","BAYN.DE",48.65
"1007","BAYN.DE",48.665
"1008","BAYN.DE",48.67
