"Symbol","Price1","Sector"
"CBK.DE",9.66,"Financial Services"
"CBK.DE",9.661,"Financial Services"
"CBK.DE",9.684,"Financial Services"
"CBK.DE",9.687,"Financial Services"
"CBK.DE",9.695,"Financial Services"
"CBK.DE",9.712,"Financial Services"
"CBK.DE",9.716,"Financial Services"
"CBK.DE",9.726,"Financial Services"
"CBK.DE",9.727,"Financial Services"
"CBK.DE",9.734,"Financial Services"
"CBK.DE",9.736,"Financial Services"
"CBK.DE",9.746,"Financial Services"
"CBK.DE",9.748,"Financial Services"
"CBK.DE",9.766,"Financial Services"
"CBK.DE",9.771,"Financial Services"
"CBK.DE",9.814,"Financial Services"
"CBK.DE",9.824,"Financial Services"
"CBK.DE",9.83,"Financial Services"
"CBK.DE",9.858,"Financial Services"
"CBK.DE",9.874,"Financial Services"
"CBK.DE",9.894,"Financial Services"
"CBK.DE",9.929,"Financial Services"
"CBK.DE",9.936,"Financial Services"
"CBK.DE",9.94,"Financial Services"
"CBK.DE",9.941,"Financial Services"
"CBK.DE",9.943,"Financial Services"
"CBK.DE",9.955,"Financial Services"
"CBK.DE",9.956,"Financial Services"
"CBK.DE",9.958,"Financial Services"
"CBK.DE",9.96,"Financial Services"
"CBK.DE",9.967,"Financial Services"
"CBK.DE",9.968,"Financial Services"
"CBK.DE",9.969,"Financial Services"
"CBK.DE",9.971,"Financial Services"
"CBK.DE",9.98,"Financial Services"
"CBK.DE",9.992,"Financial Services"
"CBK.DE",9.997,"Financial Services"
"CBK.DE",10.01,"Financial Services"
"CBK.DE",10.025,"Financial Services"
"CBK.DE",10.04,"Financial Services"
"CBK.DE",10.05,"Financial Services"
"CBK.DE",10.06,"Financial Services"
"CBK.DE",10.075,"Financial Services"
"CBK.DE",10.085,"Financial Services"
"CBK.DE",10.1,"Financial Services"
"CBK.DE",10.105,"Financial Services"
"CBK.DE",10.125,"Financial Services"
"CBK.DE",10.135,"Financial Services"
"CBK.DE",10.14,"Financial Services"
"CBK.DE",10.15,"Financial Services"
"CBK.DE",10.16,"Financial Services"
"CBK.DE",10.165,"Financial Services"
"CBK.DE",10.17,"Financial Services"
"CBK.DE",10.19,"Financial Services"
"CBK.DE",10.195,"Financial Services"
"CBK.DE",10.2,"Financial Services"
"CBK.DE",10.205,"Financial Services"
"CBK.DE",10.215,"Financial Services"
"CBK.DE",10.225,"Financial Services"
"CBK.DE",10.23,"Financial Services"
"CBK.DE",10.24,"Financial Services"
"CBK.DE",10.26,"Financial Services"
"CBK.DE",10.27,"Financial Services"
"CBK.DE",10.275,"Financial Services"
"CBK.DE",10.29,"Financial Services"
"CBK.DE",10.3,"Financial Services"
"CBK.DE",10.305,"Financial Services"
"CBK.DE",10.31,"Financial Services"
"CBK.DE",10.32,"Financial Services"
"CBK.DE",10.325,"Financial Services"
"CBK.DE",10.33,"Financial Services"
"CBK.DE",10.335,"Financial Services"
"CBK.DE",10.375,"Financial Services"
"CBK.DE",10.38,"Financial Services"
"CBK.DE",10.385,"Financial Services"
"CBK.DE",10.39,"Financial Services"
"CBK.DE",10.395,"Financial Services"
"CBK.DE",10.4,"Financial Services"
"CBK.DE",10.405,"Financial Services"
"CBK.DE",10.41,"Financial Services"
"CBK.DE",10.42,"Financial Services"
"CBK.DE",10.425,"Financial Services"
"CBK.DE",10.43,"Financial Services"
"CBK.DE",10.435,"Financial Services"
"CBK.DE",10.44,"Financial Services"
"CBK.DE",10.455,"Financial Services"
"CBK.DE",10.46,"Financial Services"
"CBK.DE",10.465,"Financial Services"
"CBK.DE",10.475,"Financial Services"
"CBK.DE",10.48,"Financial Services"
"CBK.DE",10.5,"Financial Services"
"CBK.DE",10.53,"Financial Services"
"CBK.DE",10.54,"Financial Services"
"CBK.DE",10.55,"Financial Services"
"CBK.DE",10.555,"Financial Services"
"CBK.DE",10.56,"Financial Services"
"CBK.DE",10.575,"Financial Services"
"CBK.DE",10.58,"Financial Services"
"CBK.DE",10.585,"Financial Services"
"CBK.DE",10.59,"Financial Services"
"CBK.DE",10.61,"Financial Services"
"CBK.DE",10.615,"Financial Services"
"CBK.DE",10.62,"Financial Services"
"CBK.DE",10.625,"Financial Services"
"CBK.DE",10.635,"Financial Services"
"CBK.DE",10.65,"Financial Services"
"CBK.DE",10.66,"Financial Services"
"CBK.DE",10.67,"Financial Services"
"CBK.DE",10.685,"Financial Services"
"CBK.DE",10.69,"Financial Services"
"CBK.DE",10.7,"Financial Services"
"CBK.DE",10.705,"Financial Services"
"CBK.DE",10.71,"Financial Services"
"CBK.DE",10.715,"Financial Services"
"CBK.DE",10.73,"Financial Services"
"CBK.DE",10.74,"Financial Services"
"CBK.DE",10.745,"Financial Services"
"CBK.DE",10.75,"Financial Services"
"CBK.DE",10.765,"Financial Services"
"CBK.DE",10.77,"Financial Services"
"CBK.DE",10.78,"Financial Services"
"CBK.DE",10.785,"Financial Services"
"CBK.DE",10.79,"Financial Services"
"CBK.DE",10.8,"Financial Services"
"CBK.DE",10.805,"Financial Services"
"CBK.DE",10.81,"Financial Services"
"CBK.DE",10.82,"Financial Services"
"CBK.DE",10.825,"Financial Services"
"CBK.DE",10.835,"Financial Services"
"CBK.DE",10.84,"Financial Services"
"CBK.DE",10.845,"Financial Services"
"CBK.DE",10.85,"Financial Services"
"CBK.DE",10.855,"Financial Services"
"CBK.DE",10.875,"Financial Services"
"CBK.DE",10.88,"Financial Services"
"CBK.DE",10.885,"Financial Services"
"CBK.DE",10.89,"Financial Services"
"CBK.DE",10.895,"Financial Services"
"CBK.DE",10.9,"Financial Services"
"CBK.DE",10.915,"Financial Services"
"CBK.DE",10.925,"Financial Services"
"CBK.DE",10.93,"Financial Services"
"CBK.DE",10.935,"Financial Services"
"CBK.DE",10.94,"Financial Services"
"CBK.DE",10.95,"Financial Services"
"CBK.DE",10.955,"Financial Services"
"CBK.DE",10.96,"Financial Services"
"CBK.DE",10.965,"Financial Services"
"CBK.DE",10.97,"Financial Services"
"CBK.DE",10.975,"Financial Services"
"CBK.DE",10.98,"Financial Services"
"CBK.DE",10.995,"Financial Services"
"CBK.DE",11.005,"Financial Services"
"CBK.DE",11.01,"Financial Services"
"CBK.DE",11.015,"Financial Services"
"CBK.DE",11.02,"Financial Services"
"CBK.DE",11.03,"Financial Services"
"CBK.DE",11.04,"Financial Services"
"CBK.DE",11.045,"Financial Services"
"CBK.DE",11.05,"Financial Services"
"CBK.DE",11.08,"Financial Services"
"CBK.DE",11.09,"Financial Services"
"CBK.DE",11.095,"Financial Services"
"CBK.DE",11.11,"Financial Services"
"CBK.DE",11.115,"Financial Services"
"CBK.DE",11.12,"Financial Services"
"CBK.DE",11.13,"Financial Services"
"CBK.DE",11.135,"Financial Services"
"CBK.DE",11.145,"Financial Services"
"CBK.DE",11.15,"Financial Services"
"CBK.DE",11.155,"Financial Services"
"CBK.DE",11.17,"Financial Services"
"CBK.DE",11.175,"Financial Services"
"CBK.DE",11.18,"Financial Services"
"CBK.DE",11.195,"Financial Services"
"CBK.DE",11.2,"Financial Services"
"CBK.DE",11.21,"Financial Services"
"CBK.DE",11.215,"Financial Services"
"CBK.DE",11.22,"Financial Services"
"CBK.DE",11.225,"Financial Services"
"CBK.DE",11.23,"Financial Services"
"CBK.DE",11.24,"Financial Services"
"CBK.DE",11.245,"Financial Services"
"CBK.DE",11.25,"Financial Services"
"CBK.DE",11.265,"Financial Services"
"CBK.DE",11.275,"Financial Services"
"CBK.DE",11.285,"Financial Services"
"CBK.DE",11.3,"Financial Services"
"CBK.DE",11.305,"Financial Services"
"CBK.DE",11.31,"Financial Services"
"CBK.DE",11.325,"Financial Services"
"CBK.DE",11.34,"Financial Services"
"CBK.DE",11.345,"Financial Services"
"CBK.DE",11.35,"Financial Services"
"CBK.DE",11.36,"Financial Services"
"CBK.DE",11.365,"Financial Services"
"CBK.DE",11.37,"Financial Services"
"CBK.DE",11.38,"Financial Services"
"CBK.DE",11.385,"Financial Services"
"CBK.DE",11.405,"Financial Services"
"CBK.DE",11.41,"Financial Services"
"CBK.DE",11.42,"Financial Services"
"CBK.DE",11.425,"Financial Services"
"CBK.DE",11.43,"Financial Services"
"CBK.DE",11.435,"Financial Services"
"CBK.DE",11.44,"Financial Services"
"CBK.DE",11.45,"Financial Services"
"CBK.DE",11.455,"Financial Services"
"CBK.DE",11.465,"Financial Services"
"CBK.DE",11.47,"Financial Services"
"CBK.DE",11.48,"Financial Services"
"CBK.DE",11.49,"Financial Services"
"CBK.DE",11.5,"Financial Services"
"CBK.DE",11.51,"Financial Services"
"CBK.DE",11.515,"Financial Services"
"CBK.DE",11.52,"Financial Services"
"CBK.DE",11.525,"Financial Services"
"CBK.DE",11.545,"Financial Services"
"CBK.DE",11.56,"Financial Services"
"CBK.DE",11.565,"Financial Services"
"CBK.DE",11.575,"Financial Services"
"CBK.DE",11.58,"Financial Services"
"CBK.DE",11.59,"Financial Services"
"CBK.DE",11.595,"Financial Services"
"CBK.DE",11.6,"Financial Services"
"CBK.DE",11.615,"Financial Services"
"CBK.DE",11.62,"Financial Services"
"CBK.DE",11.625,"Financial Services"
"CBK.DE",11.63,"Financial Services"
"CBK.DE",11.635,"Financial Services"
"CBK.DE",11.64,"Financial Services"
"CBK.DE",11.645,"Financial Services"
"CBK.DE",11.65,"Financial Services"
"CBK.DE",11.655,"Financial Services"
"CBK.DE",11.66,"Financial Services"
"CBK.DE",11.665,"Financial Services"
"CBK.DE",11.67,"Financial Services"
"CBK.DE",11.675,"Financial Services"
"CBK.DE",11.68,"Financial Services"
"CBK.DE",11.685,"Financial Services"
"CBK.DE",11.69,"Financial Services"
"CBK.DE",11.695,"Financial Services"
"CBK.DE",11.7,"Financial Services"
"CBK.DE",11.705,"Financial Services"
"CBK.DE",11.71,"Financial Services"
"CBK.DE",11.715,"Financial Services"
"CBK.DE",11.72,"Financial Services"
"CBK.DE",11.725,"Financial Services"
"CBK.DE",11.73,"Financial Services"
"CBK.DE",11.735,"Financial Services"
"CBK.DE",11.74,"Financial Services"
"CBK.DE",11.75,"Financial Services"
"CBK.DE",11.755,"Financial Services"
"CBK.DE",11.76,"Financial Services"
"CBK.DE",11.765,"Financial Services"
"CBK.DE",11.77,"Financial Services"
"CBK.DE",11.775,"Financial Services"
"CBK.DE",11.78,"Financial Services"
"CBK.DE",11.785,"Financial Services"
"CBK.DE",11.79,"Financial Services"
"CBK.DE",11.795,"Financial Services"
"CBK.DE",11.8,"Financial Services"
"CBK.DE",11.805,"Financial Services"
"CBK.DE",11.81,"Financial Services"
"CBK.DE",11.815,"Financial Services"
"CBK.DE",11.82,"Financial Services"
"CBK.DE",11.825,"Financial Services"
"CBK.DE",11.83,"Financial Services"
"CBK.DE",11.84,"Financial Services"
"CBK.DE",11.845,"Financial Services"
"CBK.DE",11.855,"Financial Services"
"CBK.DE",11.86,"Financial Services"
"CBK.DE",11.865,"Financial Services"
"CBK.DE",11.87,"Financial Services"
"CBK.DE",11.88,"Financial Services"
"CBK.DE",11.89,"Financial Services"
"CBK.DE",11.9,"Financial Services"
"CBK.DE",11.91,"Financial Services"
"CBK.DE",11.93,"Financial Services"
"CBK.DE",11.94,"Financial Services"
"CBK.DE",11.96,"Financial Services"
"CBK.DE",11.97,"Financial Services"
"CBK.DE",11.98,"Financial Services"
"CBK.DE",11.985,"Financial Services"
"CBK.DE",11.995,"Financial Services"
"CBK.DE",12,"Financial Services"
"CBK.DE",12.005,"Financial Services"
"CBK.DE",12.01,"Financial Services"
"CBK.DE",12.015,"Financial Services"
"CBK.DE",12.02,"Financial Services"
"CBK.DE",12.025,"Financial Services"
"CBK.DE",12.03,"Financial Services"
"CBK.DE",12.035,"Financial Services"
"CBK.DE",12.04,"Financial Services"
"CBK.DE",12.045,"Financial Services"
"CBK.DE",12.05,"Financial Services"
"CBK.DE",12.055,"Financial Services"
"CBK.DE",12.06,"Financial Services"
"CBK.DE",12.07,"Financial Services"
"CBK.DE",12.075,"Financial Services"
"CBK.DE",12.08,"Financial Services"
"CBK.DE",12.085,"Financial Services"
"CBK.DE",12.09,"Financial Services"
"CBK.DE",12.1,"Financial Services"
"CBK.DE",12.11,"Financial Services"
"CBK.DE",12.115,"Financial Services"
"CBK.DE",12.12,"Financial Services"
"CBK.DE",12.13,"Financial Services"
"CBK.DE",12.135,"Financial Services"
"CBK.DE",12.145,"Financial Services"
"CBK.DE",12.15,"Financial Services"
"CBK.DE",12.155,"Financial Services"
"CBK.DE",12.16,"Financial Services"
"CBK.DE",12.165,"Financial Services"
"CBK.DE",12.175,"Financial Services"
"CBK.DE",12.19,"Financial Services"
"CBK.DE",12.195,"Financial Services"
"CBK.DE",12.205,"Financial Services"
"CBK.DE",12.23,"Financial Services"
"CBK.DE",12.235,"Financial Services"
"CBK.DE",12.25,"Financial Services"
"CBK.DE",12.255,"Financial Services"
"CBK.DE",12.26,"Financial Services"
"CBK.DE",12.265,"Financial Services"
"CBK.DE",12.27,"Financial Services"
"CBK.DE",12.28,"Financial Services"
"CBK.DE",12.29,"Financial Services"
"CBK.DE",12.3,"Financial Services"
"CBK.DE",12.305,"Financial Services"
"CBK.DE",12.315,"Financial Services"
"CBK.DE",12.32,"Financial Services"
"CBK.DE",12.325,"Financial Services"
"CBK.DE",12.33,"Financial Services"
"CBK.DE",12.34,"Financial Services"
"CBK.DE",12.35,"Financial Services"
"CBK.DE",12.36,"Financial Services"
"CBK.DE",12.38,"Financial Services"
"CBK.DE",12.385,"Financial Services"
"CBK.DE",12.39,"Financial Services"
"CBK.DE",12.395,"Financial Services"
"CBK.DE",12.4,"Financial Services"
"CBK.DE",12.405,"Financial Services"
"CBK.DE",12.41,"Financial Services"
"CBK.DE",12.42,"Financial Services"
"CBK.DE",12.43,"Financial Services"
"CBK.DE",12.44,"Financial Services"
"CBK.DE",12.455,"Financial Services"
"CBK.DE",12.465,"Financial Services"
"CBK.DE",12.47,"Financial Services"
"CBK.DE",12.485,"Financial Services"
"CBK.DE",12.49,"Financial Services"
"CBK.DE",12.495,"Financial Services"
"CBK.DE",12.5,"Financial Services"
"CBK.DE",12.505,"Financial Services"
"CBK.DE",12.51,"Financial Services"
"CBK.DE",12.53,"Financial Services"
"CBK.DE",12.54,"Financial Services"
"CBK.DE",12.545,"Financial Services"
"CBK.DE",12.55,"Financial Services"
"CBK.DE",12.56,"Financial Services"
"CBK.DE",12.565,"Financial Services"
"CBK.DE",12.58,"Financial Services"
"CBK.DE",12.585,"Financial Services"
"CBK.DE",12.6,"Financial Services"
"CBK.DE",12.605,"Financial Services"
"CBK.DE",12.61,"Financial Services"
"CBK.DE",12.62,"Financial Services"
"CBK.DE",12.625,"Financial Services"
"CBK.DE",12.63,"Financial Services"
"CBK.DE",12.64,"Financial Services"
"CBK.DE",12.65,"Financial Services"
"CBK.DE",12.655,"Financial Services"
"CBK.DE",12.66,"Financial Services"
"CBK.DE",12.67,"Financial Services"
"CBK.DE",12.675,"Financial Services"
"CBK.DE",12.68,"Financial Services"
"CBK.DE",12.685,"Financial Services"
"CBK.DE",12.695,"Financial Services"
"CBK.DE",12.71,"Financial Services"
"CBK.DE",12.725,"Financial Services"
"CBK.DE",12.73,"Financial Services"
"CBK.DE",12.75,"Financial Services"
"CBK.DE",12.755,"Financial Services"
"CBK.DE",12.76,"Financial Services"
"CBK.DE",12.77,"Financial Services"
"CBK.DE",12.78,"Financial Services"
"CBK.DE",12.79,"Financial Services"
"CBK.DE",12.795,"Financial Services"
"CBK.DE",12.8,"Financial Services"
"CBK.DE",12.805,"Financial Services"
"CBK.DE",12.81,"Financial Services"
"CBK.DE",12.815,"Financial Services"
"CBK.DE",12.82,"Financial Services"
"CBK.DE",12.83,"Financial Services"
"CBK.DE",12.84,"Financial Services"
"CBK.DE",12.85,"Financial Services"
"CBK.DE",12.86,"Financial Services"
"CBK.DE",12.88,"Financial Services"
"CBK.DE",12.885,"Financial Services"
"CBK.DE",12.9,"Financial Services"
"CBK.DE",12.91,"Financial Services"
"CBK.DE",12.915,"Financial Services"
"CBK.DE",12.93,"Financial Services"
"CBK.DE",12.935,"Financial Services"
"CBK.DE",12.94,"Financial Services"
"CBK.DE",12.97,"Financial Services"
"CBK.DE",12.975,"Financial Services"
"CBK.DE",12.98,"Financial Services"
"CBK.DE",12.985,"Financial Services"
"CBK.DE",13,"Financial Services"
"CBK.DE",13.005,"Financial Services"
"CBK.DE",13.01,"Financial Services"
"CBK.DE",13.015,"Financial Services"
"CBK.DE",13.03,"Financial Services"
"CBK.DE",13.035,"Financial Services"
"CBK.DE",13.04,"Financial Services"
"CBK.DE",13.045,"Financial Services"
"CBK.DE",13.06,"Financial Services"
"CBK.DE",13.065,"Financial Services"
"CBK.DE",13.07,"Financial Services"
"CBK.DE",13.075,"Financial Services"
"CBK.DE",13.1,"Financial Services"
"CBK.DE",13.11,"Financial Services"
"CBK.DE",13.12,"Financial Services"
"CBK.DE",13.125,"Financial Services"
"CBK.DE",13.14,"Financial Services"
"CBK.DE",13.145,"Financial Services"
"CBK.DE",13.15,"Financial Services"
"CBK.DE",13.165,"Financial Services"
"CBK.DE",13.17,"Financial Services"
"CBK.DE",13.18,"Financial Services"
"CBK.DE",13.185,"Financial Services"
"CBK.DE",13.205,"Financial Services"
"CBK.DE",13.21,"Financial Services"
"CBK.DE",13.235,"Financial Services"
"CBK.DE",13.24,"Financial Services"
"CBK.DE",13.25,"Financial Services"
"CBK.DE",13.26,"Financial Services"
"CBK.DE",13.27,"Financial Services"
"CBK.DE",13.28,"Financial Services"
"CBK.DE",13.29,"Financial Services"
"CBK.DE",13.3,"Financial Services"
"CBK.DE",13.315,"Financial Services"
"CBK.DE",13.33,"Financial Services"
"CBK.DE",13.335,"Financial Services"
"CBK.DE",13.34,"Financial Services"
"CBK.DE",13.345,"Financial Services"
"CBK.DE",13.36,"Financial Services"
"CBK.DE",13.37,"Financial Services"
"CBK.DE",13.375,"Financial Services"
"CBK.DE",13.38,"Financial Services"
"CBK.DE",13.395,"Financial Services"
"CBK.DE",13.41,"Financial Services"
"CBK.DE",13.44,"Financial Services"
"CBK.DE",13.45,"Financial Services"
"CBK.DE",13.46,"Financial Services"
"CBK.DE",13.47,"Financial Services"
"CBK.DE",13.48,"Financial Services"
"CBK.DE",13.49,"Financial Services"
"CBK.DE",13.5,"Financial Services"
"CBK.DE",13.51,"Financial Services"
"CBK.DE",13.53,"Financial Services"
"CBK.DE",13.545,"Financial Services"
"CBK.DE",13.55,"Financial Services"
"CBK.DE",13.56,"Financial Services"
"CBK.DE",13.57,"Financial Services"
"CBK.DE",13.6,"Financial Services"
"CBK.DE",13.65,"Financial Services"
"CBK.DE",13.66,"Financial Services"
"CBK.DE",13.685,"Financial Services"
"CBK.DE",13.69,"Financial Services"
"CBK.DE",13.7,"Financial Services"
"CBK.DE",13.71,"Financial Services"
"CBK.DE",13.73,"Financial Services"
"CBK.DE",13.77,"Financial Services"
"CBK.DE",13.78,"Financial Services"
"CBK.DE",13.8,"Financial Services"
"CBK.DE",13.81,"Financial Services"
"CBK.DE",13.825,"Financial Services"
"CBK.DE",13.85,"Financial Services"
"CBK.DE",13.86,"Financial Services"
"CBK.DE",13.88,"Financial Services"
"CBK.DE",13.89,"Financial Services"
"CBK.DE",13.905,"Financial Services"
"CBK.DE",13.91,"Financial Services"
"CBK.DE",13.96,"Financial Services"
"CBK.DE",13.97,"Financial Services"
"CBK.DE",13.98,"Financial Services"
"CBK.DE",13.99,"Financial Services"
"CBK.DE",14,"Financial Services"
"CBK.DE",14.01,"Financial Services"
"CBK.DE",14.03,"Financial Services"
"CBK.DE",14.04,"Financial Services"
"CBK.DE",14.05,"Financial Services"
"CBK.DE",14.06,"Financial Services"
"CBK.DE",14.08,"Financial Services"
"CBK.DE",14.085,"Financial Services"
"CBK.DE",14.09,"Financial Services"
"CBK.DE",14.1,"Financial Services"
"CBK.DE",14.11,"Financial Services"
"CBK.DE",14.12,"Financial Services"
"CBK.DE",14.13,"Financial Services"
"CBK.DE",14.15,"Financial Services"
"CBK.DE",14.16,"Financial Services"
"CBK.DE",14.19,"Financial Services"
"CBK.DE",14.2,"Financial Services"
"CBK.DE",14.205,"Financial Services"
"CBK.DE",14.22,"Financial Services"
"CBK.DE",14.27,"Financial Services"
"CBK.DE",14.3,"Financial Services"
"CBK.DE",14.31,"Financial Services"
"CBK.DE",14.33,"Financial Services"
"CBK.DE",14.34,"Financial Services"
"CBK.DE",14.35,"Financial Services"
"CBK.DE",14.36,"Financial Services"
"CBK.DE",14.37,"Financial Services"
"CBK.DE",14.42,"Financial Services"
"CBK.DE",14.43,"Financial Services"
"CBK.DE",14.44,"Financial Services"
"CBK.DE",14.45,"Financial Services"
"CBK.DE",14.46,"Financial Services"
"CBK.DE",14.48,"Financial Services"
"CBK.DE",14.5,"Financial Services"
"CBK.DE",14.53,"Financial Services"
"CBK.DE",14.54,"Financial Services"
"CBK.DE",14.55,"Financial Services"
"CBK.DE",14.56,"Financial Services"
"CBK.DE",14.6,"Financial Services"
"CBK.DE",14.64,"Financial Services"
"CBK.DE",14.69,"Financial Services"
"CBK.DE",14.74,"Financial Services"
"CBK.DE",14.78,"Financial Services"
"CBK.DE",14.84,"Financial Services"
"CBK.DE",14.85,"Financial Services"
"CBK.DE",14.9,"Financial Services"
"CBK.DE",14.91,"Financial Services"
"CBK.DE",14.92,"Financial Services"
"CBK.DE",14.94,"Financial Services"
"CBK.DE",14.95,"Financial Services"
"CBK.DE",14.96,"Financial Services"
"CBK.DE",14.99,"Financial Services"
"CBK.DE",15,"Financial Services"
"CBK.DE",15.03,"Financial Services"
"CBK.DE",15.06,"Financial Services"
"CBK.DE",15.07,"Financial Services"
"CBK.DE",15.08,"Financial Services"
"CBK.DE",15.1,"Financial Services"
"CBK.DE",15.12,"Financial Services"
"CBK.DE",15.13,"Financial Services"
"CBK.DE",15.15,"Financial Services"
"CBK.DE",15.16,"Financial Services"
"CBK.DE",15.17,"Financial Services"
"CBK.DE",15.22,"Financial Services"
"CBK.DE",15.23,"Financial Services"
"CBK.DE",15.25,"Financial Services"
"CBK.DE",15.27,"Financial Services"
"CBK.DE",15.29,"Financial Services"
"CBK.DE",15.32,"Financial Services"
"CBK.DE",15.37,"Financial Services"
"CBK.DE",15.42,"Financial Services"
"CBK.DE",15.44,"Financial Services"
"CBK.DE",15.47,"Financial Services"
"CBK.DE",15.51,"Financial Services"
"CBK.DE",15.52,"Financial Services"
"CBK.DE",15.56,"Financial Services"
"CBK.DE",15.57,"Financial Services"
"CBK.DE",15.59,"Financial Services"
"CBK.DE",15.61,"Financial Services"
"CBK.DE",15.63,"Financial Services"
"CBK.DE",15.74,"Financial Services"
"CBK.DE",15.75,"Financial Services"
"CBK.DE",15.76,"Financial Services"
"CBK.DE",15.8,"Financial Services"
"CBK.DE",15.81,"Financial Services"
"CBK.DE",15.84,"Financial Services"
"CBK.DE",15.85,"Financial Services"
"CBK.DE",15.87,"Financial Services"
"CBK.DE",15.88,"Financial Services"
"CBK.DE",15.9,"Financial Services"
"CBK.DE",15.95,"Financial Services"
"CBK.DE",15.96,"Financial Services"
"CBK.DE",15.97,"Financial Services"
"CBK.DE",16,"Financial Services"
"CBK.DE",16.01,"Financial Services"
"CBK.DE",16.09,"Financial Services"
"CBK.DE",16.1,"Financial Services"
"CBK.DE",16.13,"Financial Services"
"CBK.DE",16.14,"Financial Services"
"CBK.DE",16.15,"Financial Services"
"CBK.DE",16.19,"Financial Services"
"CBK.DE",16.2,"Financial Services"
"CBK.DE",16.24,"Financial Services"
"CBK.DE",16.29,"Financial Services"
"CBK.DE",16.3,"Financial Services"
"CBK.DE",16.32,"Financial Services"
"CBK.DE",16.35,"Financial Services"
"CBK.DE",16.36,"Financial Services"
"CBK.DE",16.39,"Financial Services"
"CBK.DE",16.4,"Financial Services"
"CBK.DE",16.42,"Financial Services"
"CBK.DE",16.43,"Financial Services"
"CBK.DE",16.44,"Financial Services"
"CBK.DE",16.46,"Financial Services"
"CBK.DE",16.47,"Financial Services"
"CBK.DE",16.54,"Financial Services"
"CBK.DE",16.57,"Financial Services"
"CBK.DE",16.58,"Financial Services"
"CBK.DE",16.6,"Financial Services"
"CBK.DE",16.62,"Financial Services"
"CBK.DE",16.63,"Financial Services"
"CBK.DE",16.7,"Financial Services"
"CBK.DE",16.71,"Financial Services"
"CBK.DE",16.72,"Financial Services"
"CBK.DE",16.76,"Financial Services"
"CBK.DE",16.89,"Financial Services"
"CBK.DE",16.91,"Financial Services"
"CBK.DE",16.93,"Financial Services"
"CBK.DE",16.97,"Financial Services"
"CBK.DE",16.98,"Financial Services"
"CBK.DE",17.03,"Financial Services"
"CBK.DE",17.13,"Financial Services"
"CBK.DE",17.15,"Financial Services"
"CBK.DE",17.16,"Financial Services"
"CBK.DE",17.22,"Financial Services"
"CBK.DE",17.32,"Financial Services"
"CBK.DE",17.39,"Financial Services"
"CBK.DE",17.47,"Financial Services"
"CBK.DE",17.5,"Financial Services"
"CBK.DE",17.53,"Financial Services"
"CBK.DE",17.57,"Financial Services"
"CBK.DE",17.58,"Financial Services"
"CBK.DE",17.63,"Financial Services"
"CBK.DE",17.66,"Financial Services"
"CBK.DE",17.72,"Financial Services"
"CBK.DE",17.78,"Financial Services"
"CBK.DE",17.83,"Financial Services"
"CBK.DE",17.95,"Financial Services"
"CBK.DE",18.06,"Financial Services"
"CBK.DE",18.08,"Financial Services"
"CBK.DE",18.12,"Financial Services"
"CBK.DE",18.1911,"Financial Services"
"CBK.DE",18.29,"Financial Services"
"CBK.DE",18.3,"Financial Services"
"CBK.DE",18.45,"Financial Services"
"CBK.DE",18.46,"Financial Services"
"CBK.DE",18.47,"Financial Services"
"CBK.DE",18.49,"Financial Services"
"CBK.DE",18.52,"Financial Services"
"CBK.DE",18.57,"Financial Services"
"CBK.DE",18.59,"Financial Services"
"CBK.DE",18.6319,"Financial Services"
"CBK.DE",18.82,"Financial Services"
"CBK.DE",18.83,"Financial Services"
"CBK.DE",18.86,"Financial Services"
"CBK.DE",18.87,"Financial Services"
"CBK.DE",18.89,"Financial Services"
"CBK.DE",18.9,"Financial Services"
"CBK.DE",18.91,"Financial Services"
"CBK.DE",18.92,"Financial Services"
"CBK.DE",18.95,"Financial Services"
"CBK.DE",18.97,"Financial Services"
"CBK.DE",18.99,"Financial Services"
"CBK.DE",19.01,"Financial Services"
"CBK.DE",19.05,"Financial Services"
"CBK.DE",19.06,"Financial Services"
"CBK.DE",19.08,"Financial Services"
"CBK.DE",19.12,"Financial Services"
"CBK.DE",19.16,"Financial Services"
"CBK.DE",19.17,"Financial Services"
"CBK.DE",19.21,"Financial Services"
"CBK.DE",19.2329,"Financial Services"
"CBK.DE",19.32,"Financial Services"
"CBK.DE",19.34,"Financial Services"
"CBK.DE",19.35,"Financial Services"
"CBK.DE",19.41,"Financial Services"
"CBK.DE",19.43,"Financial Services"
"CBK.DE",19.45,"Financial Services"
"CBK.DE",19.47,"Financial Services"
"CBK.DE",19.48,"Financial Services"
"CBK.DE",19.52,"Financial Services"
"CBK.DE",19.53,"Financial Services"
"CBK.DE",19.57,"Financial Services"
"CBK.DE",19.58,"Financial Services"
"CBK.DE",19.59,"Financial Services"
"CBK.DE",19.64,"Financial Services"
"CBK.DE",19.69,"Financial Services"
"CBK.DE",19.7538,"Financial Services"
"CBK.DE",19.85,"Financial Services"
"CBK.DE",19.91,"Financial Services"
"CBK.DE",20.07,"Financial Services"
"CBK.DE",20.14,"Financial Services"
"CBK.DE",20.26,"Financial Services"
"CBK.DE",20.32,"Financial Services"
"CBK.DE",20.35,"Financial Services"
"CBK.DE",20.39,"Financial Services"
"CBK.DE",20.41,"Financial Services"
"CBK.DE",20.58,"Financial Services"
"CBK.DE",20.59,"Financial Services"
"CBK.DE",20.6,"Financial Services"
